ID,month,day,hour,Humidity,WindSpeed,Temp,CloudCover,Rain,SolarIrradiation,generation,yearSin,yearCos,daySin,dayCos,monthSin,monthCos,hourSin,hourCos
15,8,15,14,42,4.7,33.8,1,0,4.454349973,9.48432741,-0.686212962,-0.727400695,-0.848644257,0.52896401,-0.866025404,-0.5,-0.5,-0.866025404
15,8,15,14.5,42,4.7,33.8,1,0,2.959672948,8.89981464,-0.686473612,-0.727154715,-0.848644257,0.52896401,-0.866025404,-0.5,-0.608761429,-0.79335334
15,8,15,15,49,5.1,33.2,1,0,3.314005856,8.276578661,-0.686734174,-0.726908643,-0.848644257,0.52896401,-0.866025404,-0.5,-0.707106781,-0.707106781
15,8,15,15.5,49,5.1,33.2,1,0,2.582327299,6.457674384,-0.686994647,-0.726662476,-0.848644257,0.52896401,-0.866025404,-0.5,-0.79335334,-0.608761429
15,8,15,16,54,3.6,32.6,1,0,1.993677094,4.952799426,-0.687255033,-0.726416217,-0.848644257,0.52896401,-0.866025404,-0.5,-0.866025404,-0.5
15,8,15,16.5,54,3.6,32.6,1,0,2.639375364,1.816663206,-0.68751533,-0.726169864,-0.848644257,0.52896401,-0.866025404,-0.5,-0.923879533,-0.382683432
15,8,15,17,63,4.1,31.3,1,0,1.580920673,1.799102598,-0.687775538,-0.725923418,-0.848644257,0.52896401,-0.866025404,-0.5,-0.965925826,-0.258819045
15,8,15,17.5,63,4.1,31.3,1,0,1.445167214,0.542053173,-0.688035659,-0.725676879,-0.848644257,0.52896401,-0.866025404,-0.5,-0.991444861,-0.130526192
15,8,15,18,58,5,30.9,8,0,0.236260422,0.832462279,-0.688295691,-0.725430246,-0.848644257,0.52896401,-0.866025404,-0.5,-1,-1.84E-16
15,8,15,18.5,58,5,30.9,8,0,1.008411146,0,-0.688555634,-0.725183521,-0.848644257,0.52896401,-0.866025404,-0.5,-0.991444861,0.130526192
15,8,15,19,63,3.9,29.8,8,0,1.138941222,0,-0.688815489,-0.724936702,-0.848644257,0.52896401,-0.866025404,-0.5,-0.965925826,0.258819045
15,8,15,19.5,63,3.9,29.8,8,0,0.279074055,0,-0.689075256,-0.72468979,-0.848644257,0.52896401,-0.866025404,-0.5,-0.923879533,0.382683432
15,8,15,20,70,3.5,29.4,8,0,0,0,-0.689334934,-0.724442785,-0.848644257,0.52896401,-0.866025404,-0.5,-0.866025404,0.5
15,8,15,20.5,70,3.5,29.4,8,0,0,0,-0.689594524,-0.724195687,-0.848644257,0.52896401,-0.866025404,-0.5,-0.79335334,0.608761429
15,8,15,21,73,4,29.3,9,0,0,0,-0.689854025,-0.723948496,-0.848644257,0.52896401,-0.866025404,-0.5,-0.707106781,0.707106781
15,8,15,21.5,73,4,29.3,9,0,0,0,-0.690113437,-0.723701211,-0.848644257,0.52896401,-0.866025404,-0.5,-0.608761429,0.79335334
15,8,15,22,74,4.5,29,9,0,0,0,-0.690372761,-0.723453834,-0.848644257,0.52896401,-0.866025404,-0.5,-0.5,0.866025404
15,8,15,22.5,74,4.5,29,9,0,0,0,-0.690631996,-0.723206364,-0.848644257,0.52896401,-0.866025404,-0.5,-0.382683432,0.923879533
15,8,15,23,76,3.9,28.9,9,0,0,0,-0.690891143,-0.722958802,-0.848644257,0.52896401,-0.866025404,-0.5,-0.258819045,0.965925826
15,8,15,23.5,76,3.9,28.9,9,0,0,0,-0.691150201,-0.722711146,-0.848644257,0.52896401,-0.866025404,-0.5,-0.130526192,0.991444861
15,8,15,24,78,2.7,28.6,9,0,0,0,-0.691409169,-0.722463397,-0.848644257,0.52896401,-0.866025404,-0.5,-2.45E-16,1
15,8,16,0.5,78,2.7,28.6,9,0,0,0,-0.69166805,-0.722215556,-0.848644257,0.52896401,-0.866025404,-0.5,0.130526192,0.991444861
15,8,16,1,77,4.6,28.5,9,0,0,0,-0.691926841,-0.721967622,-0.724792787,0.688966919,-0.866025404,-0.5,0.258819045,0.965925826
15,8,16,1.5,77,4.6,28.5,9,0,0,0,-0.692185543,-0.721719595,-0.724792787,0.688966919,-0.866025404,-0.5,0.382683432,0.923879533
15,8,16,2,75,4.9,28.4,9,0,0,0,-0.692444157,-0.721471475,-0.724792787,0.688966919,-0.866025404,-0.5,0.5,0.866025404
15,8,16,2.5,75,4.9,28.4,9,0,0,0,-0.692702681,-0.721223263,-0.724792787,0.688966919,-0.866025404,-0.5,0.608761429,0.79335334
15,8,16,3,77,2.9,28.2,3,0,0,0,-0.692961117,-0.720974958,-0.724792787,0.688966919,-0.866025404,-0.5,0.707106781,0.707106781
15,8,16,3.5,77,2.9,28.2,3,0,0,0,-0.693219463,-0.720726561,-0.724792787,0.688966919,-0.866025404,-0.5,0.79335334,0.608761429
15,8,16,4,79,2.5,28,3,0,0,0,-0.693477721,-0.720478071,-0.724792787,0.688966919,-0.866025404,-0.5,0.866025404,0.5
15,8,16,4.5,79,2.5,28,3,0,0,0,-0.693735889,-0.720229488,-0.724792787,0.688966919,-0.866025404,-0.5,0.923879533,0.382683432
15,8,16,5,80,1.9,27.8,3,0,0,0,-0.693993969,-0.719980813,-0.724792787,0.688966919,-0.866025404,-0.5,0.965925826,0.258819045
15,8,16,5.5,80,1.9,27.8,3,0,0,0,-0.694251959,-0.719732046,-0.724792787,0.688966919,-0.866025404,-0.5,0.991444861,0.130526192
15,8,16,6,80,2.5,28,0,0,1.06911942,0,-0.69450986,-0.719483186,-0.724792787,0.688966919,-0.866025404,-0.5,1,6.12E-17
15,8,16,6.5,80,2.5,28,0,0,0.495057063,0,-0.694767672,-0.719234233,-0.724792787,0.688966919,-0.866025404,-0.5,0.991444861,-0.130526192
15,8,16,7,76,2.8,28.7,0,0,1.722858549,4.665438539,-0.695025394,-0.718985188,-0.724792787,0.688966919,-0.866025404,-0.5,0.965925826,-0.258819045
15,8,16,7.5,76,2.8,28.7,0,0,1.320093984,5.074565225,-0.695283028,-0.718736051,-0.724792787,0.688966919,-0.866025404,-0.5,0.923879533,-0.382683432
15,8,16,8,73,2.8,29.2,0,0,0.857730649,4.958496515,-0.695540572,-0.718486822,-0.724792787,0.688966919,-0.866025404,-0.5,0.866025404,-0.5
15,8,16,8.5,73,2.8,29.2,0,0,1.113357404,8.283300822,-0.695798026,-0.7182375,-0.724792787,0.688966919,-0.866025404,-0.5,0.79335334,-0.608761429
15,8,16,9,69,3.5,30.3,8,0,1.585089231,9.906455656,-0.696055392,-0.717988086,-0.724792787,0.688966919,-0.866025404,-0.5,0.707106781,-0.707106781
15,8,16,9.5,69,3.5,30.3,8,0,1.614256206,10.07037991,-0.696312668,-0.71773858,-0.724792787,0.688966919,-0.866025404,-0.5,0.608761429,-0.79335334
15,8,16,10,65,2.4,31.1,8,0,2.822882898,10.92732174,-0.696569854,-0.717488981,-0.724792787,0.688966919,-0.866025404,-0.5,0.5,-0.866025404
15,8,16,10.5,65,2.4,31.1,8,0,2.568374678,11.2569239,-0.696826951,-0.717239291,-0.724792787,0.688966919,-0.866025404,-0.5,0.382683432,-0.923879533
15,8,16,11,64,4.5,31.8,8,0,3.626618293,11.98327815,-0.697083958,-0.716989508,-0.724792787,0.688966919,-0.866025404,-0.5,0.258819045,-0.965925826
15,8,16,11.5,64,4.5,31.8,8,0,3.355308865,12.37049988,-0.697340876,-0.716739633,-0.724792787,0.688966919,-0.866025404,-0.5,0.130526192,-0.991444861
15,8,16,12,64,5.4,32.1,1,0,3.250117572,12.27870527,-0.697597705,-0.716489667,-0.724792787,0.688966919,-0.866025404,-0.5,1.22E-16,-1
15,8,16,12.5,64,5.4,32.1,1,0,4.051972812,11.87422927,-0.697854444,-0.716239608,-0.724792787,0.688966919,-0.866025404,-0.5,-0.130526192,-0.991444861
15,8,16,13,62,4.9,32.4,1,0,4.458391265,11.44438475,-0.698111093,-0.715989457,-0.724792787,0.688966919,-0.866025404,-0.5,-0.258819045,-0.965925826
15,8,16,13.5,62,4.9,32.4,1,0,3.507341232,10.84489211,-0.698367652,-0.715739214,-0.724792787,0.688966919,-0.866025404,-0.5,-0.382683432,-0.923879533
15,8,16,14,60,4.2,32.8,1,0,3.815210493,9.748740128,-0.698624122,-0.715488879,-0.724792787,0.688966919,-0.866025404,-0.5,-0.5,-0.866025404
15,8,16,14.5,60,4.2,32.8,1,0,3.351712057,9.002281898,-0.698880502,-0.715238452,-0.724792787,0.688966919,-0.866025404,-0.5,-0.608761429,-0.79335334
15,8,16,15,62,6.1,31.6,1,0,2.674216229,7.965933459,-0.699136792,-0.714987934,-0.724792787,0.688966919,-0.866025404,-0.5,-0.707106781,-0.707106781
15,8,16,15.5,62,6.1,31.6,1,0,2.635061141,6.181545655,-0.699392993,-0.714737324,-0.724792787,0.688966919,-0.866025404,-0.5,-0.79335334,-0.608761429
15,8,16,16,65,6.1,30.9,1,0,2.036983227,4.759487299,-0.699649103,-0.714486621,-0.724792787,0.688966919,-0.866025404,-0.5,-0.866025404,-0.5
15,8,16,16.5,65,6.1,30.9,1,0,2.19521115,1.586594566,-0.699905124,-0.714235827,-0.724792787,0.688966919,-0.866025404,-0.5,-0.923879533,-0.382683432
15,8,16,17,66,4.4,30.4,1,0,0.87567449,1.438800449,-0.700161055,-0.713984942,-0.724792787,0.688966919,-0.866025404,-0.5,-0.965925826,-0.258819045
15,8,16,17.5,66,4.4,30.4,1,0,1.312299121,0.896761569,-0.700416896,-0.713733964,-0.724792787,0.688966919,-0.866025404,-0.5,-0.991444861,-0.130526192
15,8,16,18,71,5.1,29.7,9,0,0.480506582,0.400612827,-0.700672647,-0.713482895,-0.724792787,0.688966919,-0.866025404,-0.5,-1,-1.84E-16
15,8,16,18.5,71,5.1,29.7,9,0,0.701633219,0,-0.700928308,-0.713231735,-0.724792787,0.688966919,-0.866025404,-0.5,-0.991444861,0.130526192
15,8,16,19,73,3.8,29.2,9,0,1.088840063,0,-0.701183879,-0.712980482,-0.724792787,0.688966919,-0.866025404,-0.5,-0.965925826,0.258819045
15,8,16,19.5,73,3.8,29.2,9,0,0.269949249,0,-0.70143936,-0.712729138,-0.724792787,0.688966919,-0.866025404,-0.5,-0.923879533,0.382683432
15,8,16,20,71,5.7,29.1,9,0,0,0,-0.701694751,-0.712477703,-0.724792787,0.688966919,-0.866025404,-0.5,-0.866025404,0.5
15,8,16,20.5,71,5.7,29.1,9,0,0,0,-0.701950051,-0.712226176,-0.724792787,0.688966919,-0.866025404,-0.5,-0.79335334,0.608761429
15,8,16,21,73,3.6,28.9,10,0,0,0,-0.702205262,-0.711974557,-0.724792787,0.688966919,-0.866025404,-0.5,-0.707106781,0.707106781
15,8,16,21.5,73,3.6,28.9,10,0,0,0,-0.702460382,-0.711722848,-0.724792787,0.688966919,-0.866025404,-0.5,-0.608761429,0.79335334
15,8,16,22,72,4.7,28.8,10,0,0,0,-0.702715412,-0.711471046,-0.724792787,0.688966919,-0.866025404,-0.5,-0.5,0.866025404
15,8,16,22.5,72,4.7,28.8,10,0,0,0,-0.702970352,-0.711219154,-0.724792787,0.688966919,-0.866025404,-0.5,-0.382683432,0.923879533
15,8,16,23,71,3.6,28.8,10,0,0,0,-0.703225201,-0.710967169,-0.724792787,0.688966919,-0.866025404,-0.5,-0.258819045,0.965925826
15,8,16,23.5,71,3.6,28.8,10,0,0,0,-0.703479961,-0.710715094,-0.724792787,0.688966919,-0.866025404,-0.5,-0.130526192,0.991444861
15,8,16,24,73,5.6,28.4,10,0,0,0,-0.703734629,-0.710462927,-0.724792787,0.688966919,-0.866025404,-0.5,-2.45E-16,1
15,8,17,0.5,73,5.6,28.4,10,0,0,0,-0.703989208,-0.71021067,-0.724792787,0.688966919,-0.866025404,-0.5,0.130526192,0.991444861
15,8,17,1,73,5,28.5,10,0,0,0,-0.704243696,-0.70995832,-0.571268215,0.820763441,-0.866025404,-0.5,0.258819045,0.965925826
15,8,17,1.5,73,5,28.5,10,0,0,0,-0.704498094,-0.70970588,-0.571268215,0.820763441,-0.866025404,-0.5,0.382683432,0.923879533
15,8,17,2,73,3.9,28.2,10,0,0,0,-0.704752401,-0.709453349,-0.571268215,0.820763441,-0.866025404,-0.5,0.5,0.866025404
15,8,17,2.5,73,3.9,28.2,10,0,0,0,-0.705006617,-0.709200726,-0.571268215,0.820763441,-0.866025404,-0.5,0.608761429,0.79335334
15,8,17,3,68,2.7,28.2,8,0,0,0,-0.705260743,-0.708948012,-0.571268215,0.820763441,-0.866025404,-0.5,0.707106781,0.707106781
15,8,17,3.5,68,2.7,28.2,8,0,0,0,-0.705514779,-0.708695207,-0.571268215,0.820763441,-0.866025404,-0.5,0.79335334,0.608761429
15,8,17,4,70,2.8,27.8,8,0,0,0,-0.705768723,-0.708442312,-0.571268215,0.820763441,-0.866025404,-0.5,0.866025404,0.5
15,8,17,4.5,70,2.8,27.8,8,0,0,0,-0.706022578,-0.708189325,-0.571268215,0.820763441,-0.866025404,-0.5,0.923879533,0.382683432
15,8,17,5,71,2.4,27.5,8,0,0,0,-0.706276341,-0.707936247,-0.571268215,0.820763441,-0.866025404,-0.5,0.965925826,0.258819045
15,8,17,5.5,71,2.4,27.5,8,0,0,0,-0.706530014,-0.707683078,-0.571268215,0.820763441,-0.866025404,-0.5,0.991444861,0.130526192
15,8,17,6,72,2.9,27.5,10,0,0.997621107,0,-0.706783596,-0.707429819,-0.571268215,0.820763441,-0.866025404,-0.5,1,6.12E-17
15,8,17,6.5,72,2.9,27.5,10,0,0.861561906,0,-0.707037087,-0.707176468,-0.571268215,0.820763441,-0.866025404,-0.5,0.991444861,-0.130526192
15,8,17,7,70,2.4,28.5,10,0,0.666565477,5.619237255,-0.707290487,-0.706923027,-0.571268215,0.820763441,-0.866025404,-0.5,0.965925826,-0.258819045
15,8,17,7.5,70,2.4,28.5,10,0,1.435413008,4.004235052,-0.707543797,-0.706669495,-0.571268215,0.820763441,-0.866025404,-0.5,0.923879533,-0.382683432
15,8,17,8,67,3.2,28.8,10,0,1.470358031,3.703929726,-0.707797016,-0.706415872,-0.571268215,0.820763441,-0.866025404,-0.5,0.866025404,-0.5
15,8,17,8.5,67,3.2,28.8,10,0,2.223358429,7.273062597,-0.708050143,-0.706162159,-0.571268215,0.820763441,-0.866025404,-0.5,0.79335334,-0.608761429
15,8,17,9,61,2.7,30.7,10,0,1.862388424,9.298479597,-0.70830318,-0.705908354,-0.571268215,0.820763441,-0.866025404,-0.5,0.707106781,-0.707106781
15,8,17,9.5,61,2.7,30.7,10,0,2.492413902,7.283780198,-0.708556126,-0.705654459,-0.571268215,0.820763441,-0.866025404,-0.5,0.608761429,-0.79335334
15,8,17,10,60,3.8,30.9,10,0,2.66681625,7.675329369,-0.708808981,-0.705400474,-0.571268215,0.820763441,-0.866025404,-0.5,0.5,-0.866025404
15,8,17,10.5,60,3.8,30.9,10,0,2.857974065,10.3554382,-0.709061745,-0.705146398,-0.571268215,0.820763441,-0.866025404,-0.5,0.382683432,-0.923879533
15,8,17,11,56,4.4,32.2,10,0,3.261838189,11.3224258,-0.709314417,-0.704892231,-0.571268215,0.820763441,-0.866025404,-0.5,0.258819045,-0.965925826
15,8,17,11.5,56,4.4,32.2,10,0,3.839966371,11.50830059,-0.709566999,-0.704637974,-0.571268215,0.820763441,-0.866025404,-0.5,0.130526192,-0.991444861
15,8,17,12,61,4.8,31.7,10,0,3.306321214,12.1505243,-0.709819489,-0.704383626,-0.571268215,0.820763441,-0.866025404,-0.5,1.22E-16,-1
15,8,17,12.5,61,4.8,31.7,10,0,3.271193449,11.68939432,-0.710071889,-0.704129188,-0.571268215,0.820763441,-0.866025404,-0.5,-0.130526192,-0.991444861
15,8,17,13,57,5.1,32.2,10,0,3.399614591,9.776136739,-0.710324197,-0.703874659,-0.571268215,0.820763441,-0.866025404,-0.5,-0.258819045,-0.965925826
15,8,17,13.5,57,5.1,32.2,10,0,3.111577401,8.369593853,-0.710576414,-0.70362004,-0.571268215,0.820763441,-0.866025404,-0.5,-0.382683432,-0.923879533
15,8,17,14,59,5.7,32.1,10,0,2.795700264,10.32582429,-0.710828539,-0.70336533,-0.571268215,0.820763441,-0.866025404,-0.5,-0.5,-0.866025404
15,8,17,14.5,59,5.7,32.1,10,0,2.708690265,8.908005148,-0.711080574,-0.70311053,-0.571268215,0.820763441,-0.866025404,-0.5,-0.608761429,-0.79335334
15,8,17,15,61,5.7,31.7,9,0,2.942445886,7.228453103,-0.711332517,-0.70285564,-0.571268215,0.820763441,-0.866025404,-0.5,-0.707106781,-0.707106781
15,8,17,15.5,61,5.7,31.7,9,0,2.508743477,3.687000491,-0.711584368,-0.70260066,-0.571268215,0.820763441,-0.866025404,-0.5,-0.79335334,-0.608761429
15,8,17,16,65,5.2,30.6,9,0,2.219244318,4.073072133,-0.711836128,-0.702345589,-0.571268215,0.820763441,-0.866025404,-0.5,-0.866025404,-0.5
15,8,17,16.5,65,5.2,30.6,9,0,2.59000989,2.973589648,-0.712087797,-0.702090428,-0.571268215,0.820763441,-0.866025404,-0.5,-0.923879533,-0.382683432
15,8,17,17,63,5.9,30.6,9,0,1.949530884,1.783388487,-0.712339374,-0.701835177,-0.571268215,0.820763441,-0.866025404,-0.5,-0.965925826,-0.258819045
15,8,17,17.5,63,5.9,30.6,9,0,2.035226607,1.248672246,-0.71259086,-0.701579836,-0.571268215,0.820763441,-0.866025404,-0.5,-0.991444861,-0.130526192
15,8,17,18,64,6.9,30,10,0,1.125985236,0.76545465,-0.712842254,-0.701324405,-0.571268215,0.820763441,-0.866025404,-0.5,-1,-1.84E-16
15,8,17,18.5,64,6.9,30,10,0,1.191974586,0,-0.713093557,-0.701068883,-0.571268215,0.820763441,-0.866025404,-0.5,-0.991444861,0.130526192
15,8,17,19,70,6.2,29.2,10,0,0.693947937,0,-0.713344768,-0.700813272,-0.571268215,0.820763441,-0.866025404,-0.5,-0.965925826,0.258819045
15,8,17,19.5,70,6.2,29.2,10,0,0.442297719,0,-0.713595888,-0.70055757,-0.571268215,0.820763441,-0.866025404,-0.5,-0.923879533,0.382683432
15,8,17,20,71,5.9,29,10,0,0,0,-0.713846915,-0.700301779,-0.571268215,0.820763441,-0.866025404,-0.5,-0.866025404,0.5
15,8,17,20.5,71,5.9,29,10,0,0,0,-0.714097852,-0.700045897,-0.571268215,0.820763441,-0.866025404,-0.5,-0.79335334,0.608761429
15,8,17,21,73,5.2,28.7,9,0,0,0,-0.714348696,-0.699789926,-0.571268215,0.820763441,-0.866025404,-0.5,-0.707106781,0.707106781
15,8,17,21.5,73,5.2,28.7,9,0,0,0,-0.714599449,-0.699533865,-0.571268215,0.820763441,-0.866025404,-0.5,-0.608761429,0.79335334
15,8,17,22,72,5.3,28.8,9,0,0,0,-0.71485011,-0.699277714,-0.571268215,0.820763441,-0.866025404,-0.5,-0.5,0.866025404
15,8,17,22.5,72,5.3,28.8,9,0,0,0,-0.715100679,-0.699021473,-0.571268215,0.820763441,-0.866025404,-0.5,-0.382683432,0.923879533
15,8,17,23,70,6,28.8,9,0,0,0,-0.715351156,-0.698765142,-0.571268215,0.820763441,-0.866025404,-0.5,-0.258819045,0.965925826
15,8,17,23.5,70,6,28.8,9,0,0,0,-0.715601541,-0.698508722,-0.571268215,0.820763441,-0.866025404,-0.5,-0.130526192,0.991444861
15,8,17,24,73,5.4,28.5,9,0,0,0,-0.715851835,-0.698252212,-0.571268215,0.820763441,-0.866025404,-0.5,-2.45E-16,1
15,8,18,0.5,73,5.4,28.5,9,0,0,0,-0.716102036,-0.697995612,-0.571268215,0.820763441,-0.866025404,-0.5,0.130526192,0.991444861
15,8,18,1,69,4.7,28.4,9,0,0,0,-0.716352146,-0.697738922,-0.394355855,0.918957812,-0.866025404,-0.5,0.258819045,0.965925826
15,8,18,1.5,69,4.7,28.4,9,0,0,0,-0.716602163,-0.697482143,-0.394355855,0.918957812,-0.866025404,-0.5,0.382683432,0.923879533
15,8,18,2,68,3.6,28.2,9,0,0,0,-0.716852088,-0.697225274,-0.394355855,0.918957812,-0.866025404,-0.5,0.5,0.866025404
15,8,18,2.5,68,3.6,28.2,9,0,0,0,-0.717101922,-0.696968316,-0.394355855,0.918957812,-0.866025404,-0.5,0.608761429,0.79335334
15,8,18,3,70,3.6,28,2,0,0,0,-0.717351663,-0.696711268,-0.394355855,0.918957812,-0.866025404,-0.5,0.707106781,0.707106781
15,8,18,3.5,70,3.6,28,2,0,0,0,-0.717601312,-0.696454131,-0.394355855,0.918957812,-0.866025404,-0.5,0.79335334,0.608761429
15,8,18,4,73,3.7,27.7,2,0,0,0,-0.717850869,-0.696196904,-0.394355855,0.918957812,-0.866025404,-0.5,0.866025404,0.5
15,8,18,4.5,73,3.7,27.7,2,0,0,0,-0.718100334,-0.695939588,-0.394355855,0.918957812,-0.866025404,-0.5,0.923879533,0.382683432
15,8,18,5,72,3.4,27.7,2,0,0,0,-0.718349706,-0.695682183,-0.394355855,0.918957812,-0.866025404,-0.5,0.965925826,0.258819045
15,8,18,5.5,72,3.4,27.7,2,0,0,0,-0.718598987,-0.695424688,-0.394355855,0.918957812,-0.866025404,-0.5,0.991444861,0.130526192
15,8,18,6,72,3.6,27.7,3,0,0.31284237,0,-0.718848174,-0.695167104,-0.394355855,0.918957812,-0.866025404,-0.5,1,6.12E-17
15,8,18,6.5,72,3.6,27.7,3,0,0.484572374,0,-0.71909727,-0.69490943,-0.394355855,0.918957812,-0.866025404,-0.5,0.991444861,-0.130526192
15,8,18,7,69,3.7,28.7,3,0,1.214206077,4.657141734,-0.719346273,-0.694651667,-0.394355855,0.918957812,-0.866025404,-0.5,0.965925826,-0.258819045
15,8,18,7.5,69,3.7,28.7,3,0,0.919301393,4.378892688,-0.719595184,-0.694393816,-0.394355855,0.918957812,-0.866025404,-0.5,0.923879533,-0.382683432
15,8,18,8,64,4.2,30,3,0,2.14077059,5.984198336,-0.719844002,-0.694135874,-0.394355855,0.918957812,-0.866025404,-0.5,0.866025404,-0.5
15,8,18,8.5,64,4.2,30,3,0,1.645772082,8.019297137,-0.720092728,-0.693877844,-0.394355855,0.918957812,-0.866025404,-0.5,0.79335334,-0.608761429
15,8,18,9,62,4.7,30.5,3,0,2.62342624,9.039705534,-0.720341362,-0.693619725,-0.394355855,0.918957812,-0.866025404,-0.5,0.707106781,-0.707106781
15,8,18,9.5,62,4.7,30.5,3,0,2.293098682,9.70215386,-0.720589903,-0.693361516,-0.394355855,0.918957812,-0.866025404,-0.5,0.608761429,-0.79335334
15,8,18,10,61,3.2,31.3,3,0,2.563332489,11.16203827,-0.720838351,-0.693103218,-0.394355855,0.918957812,-0.866025404,-0.5,0.5,-0.866025404
15,8,18,10.5,61,3.2,31.3,3,0,2.240317366,11.57328689,-0.721086707,-0.692844832,-0.394355855,0.918957812,-0.866025404,-0.5,0.382683432,-0.923879533
15,8,18,11,58,4.3,31.8,3,0,3.522809556,12.47287875,-0.72133497,-0.692586356,-0.394355855,0.918957812,-0.866025404,-0.5,0.258819045,-0.965925826
15,8,18,11.5,58,4.3,31.8,3,0,3.240933321,11.97357994,-0.721583141,-0.692327792,-0.394355855,0.918957812,-0.866025404,-0.5,0.130526192,-0.991444861
15,8,18,12,57,5.3,32.2,7,0,3.640045419,12.14879969,-0.721831219,-0.692069138,-0.394355855,0.918957812,-0.866025404,-0.5,1.22E-16,-1
